artista,genero,bpm,duracion_seg,clave_musical,modo,instrumental,con_voz,colaboracion,artista_colaborador,fecha_lanzamiento,año,mes,estacion,tipo_lanzamiento,popularidad,reproducciones_previas,hit_viral,dia_semana,trimestre
Jhayco,Rock,196,237,9,0,0,1,0,,2018-02-13,2018,2,Invierno,Single,100.0,70.16076594520621,0,1,1
Demi Lovato,Metal,150,202,0,0,0,1,1,The Kid LAROI,2018-02-15,2018,2,Invierno,Single,100.0,10.804327545820247,0,3,1
Eminem,Experimental,101,213,2,0,0,1,0,,2018-02-15,2018,2,Invierno,Single,1.0,9.04359436331848,1,3,1
Billie Eilish,Reggaeton,110,122,6,0,0,1,0,,2018-02-17,2018,2,Invierno,Single,1.0,16.042954762645984,1,5,1
Charlie Puth,Funk,104,383,8,1,0,1,0,,2018-02-17,2018,2,Invierno,Single,5.4734899095702065,1.0,0,5,1
Billie Eilish,Reggaeton,80,124,6,0,0,1,1,Camila Cabello,2018-02-24,2018,2,Invierno,Album,1.0,1.2250468584126446,0,5,1
Taylor Swift,Dance,111,212,6,0,1,0,1,Lil Nas X,2018-02-25,2018,2,Invierno,Single,1.0,18.380201082014302,0,6,1
Tini,Blues,74,207,0,1,0,1,1,Sam Smith,2018-02-26,2018,2,Invierno,Album,100.0,35.828310982312814,0,0,1
Anuel AA,Flamenco,97,328,9,1,0,1,0,,2018-03-01,2018,3,Primavera,Single,100.0,24.446886345946776,0,3,1
The Kid LAROI,Metal,91,253,9,1,0,1,1,Bad Bunny,2018-03-04,2018,3,Primavera,Single,1.0,13.318618232106921,0,6,1
Manuel Turizo,Lofi,100,345,6,0,0,1,0,,2018-03-05,2018,3,Primavera,Album,1.0,16.08545416671695,0,0,1
BTS,House,149,170,4,1,1,0,0,,2018-03-06,2018,3,Primavera,Single,1.0,1.0,0,1,1
Ed Sheeran,Metal,175,266,4,1,0,1,1,Eminem,2018-03-07,2018,3,Primavera,Album,100.0,70.33700169205143,0,2,1
Cardi B,K-Pop,125,297,5,1,1,0,0,,2018-03-08,2018,3,Primavera,Single,1.0,1.422636560791152,0,3,1
Bruno Mars,Rap,81,241,6,0,0,1,1,Maroon 5,2018-03-09,2018,3,Primavera,Single,1.0,1.0,0,4,1
David Guetta,Jazz,90,213,4,0,0,1,0,,2018-03-09,2018,3,Primavera,Album,100.0,97.55998553582714,0,4,1
Karol G,Indie,162,167,11,0,0,1,1,Lady Gaga,2018-03-09,2018,3,Primavera,Single,100.0,51.74010076816027,0,4,1
Lil Uzi Vert,Funk,155,168,11,1,0,1,0,,2018-03-09,2018,3,Primavera,Album,15.783180748139394,5.441279998839448,0,4,1
Nicky Jam,Experimental,101,178,4,1,0,1,1,Jack Harlow,2018-03-09,2018,3,Primavera,Single,100.0,18.3463725252812,0,4,1
Juice WRLD,Trap,138,358,8,0,0,1,1,Coldplay,2018-03-12,2018,3,Primavera,Single,100.0,6.531849079357314,0,0,1
Anitta,House,128,188,10,1,1,0,1,Sam Smith,2018-03-15,2018,3,Primavera,Album,20.856836434005757,10.244390140851015,1,3,1
Jack Harlow,Punk,185,303,8,0,1,0,1,Taylor Swift,2018-03-15,2018,3,Primavera,Album,15.526188244496998,9.979019113580165,0,3,1
Don Omar,Experimental,116,167,10,1,0,1,0,,2018-03-19,2018,3,Primavera,Single,7.864410322662981,2.4242986403509645,0,0,1
Farruko,Punk,193,341,8,0,0,1,0,,2018-03-20,2018,3,Primavera,Single,100.0,105.45937829849328,0,1,1
Daddy Yankee,Indie,111,219,2,0,0,1,1,Lil Nas X,2018-03-22,2018,3,Primavera,Single,2.5774657957187252,4.7275633940223765,0,3,1
Feid,Drill,88,93,10,1,0,1,0,,2018-03-22,2018,3,Primavera,Album,100.0,3.3112929629286914,0,3,1
Rosalía,Clásica,71,209,4,1,0,1,0,,2018-03-22,2018,3,Primavera,Single,3.233036591580159,2.8568077990708836,0,3,1
Jack Harlow,Punk,105,338,5,1,0,1,0,,2018-03-24,2018,3,Primavera,Single,100.0,8.068282092346157,1,5,1
Travis Scott,K-Pop,116,291,6,0,1,0,1,Selena Gomez,2018-03-24,2018,3,Primavera,Single,100.0,30.488823629970195,0,5,1
Beyoncé,Hip Hop,131,207,1,0,0,1,0,,2018-03-25,2018,3,Primavera,Album,1.0,21.56293856632257,0,6,1
Zara Larsson,Techno,146,337,4,0,0,1,1,Travis Scott,2018-03-25,2018,3,Primavera,Single,100.0,48.93692958741951,0,6,1
Don Omar,Experimental,103,143,1,0,0,1,1,Bad Bunny,2018-03-26,2018,3,Primavera,Single,12.811517589712107,7.880847286185062,1,0,1
DaBaby,Indie,84,336,0,0,0,1,1,Kendrick Lamar,2018-03-28,2018,3,Primavera,Album,100.0,0.10093504669459796,0,2,1
David Guetta,Reggaeton,101,161,5,0,1,0,1,María Becerra,2018-03-30,2018,3,Primavera,Single,100.0,77.39724174058776,0,4,1
Wisin & Yandel,Rock,148,415,10,0,0,1,1,Young Thug,2018-04-02,2018,4,Primavera,Single,100.0,93.15246765140422,0,0,2
Selena Gomez,K-Pop,142,79,10,1,0,1,1,Adele,2018-04-04,2018,4,Primavera,Single,2.5410154263569096,16.721505319393206,0,2,2
Dua Lipa,Urbano,81,317,10,1,0,1,0,,2018-04-05,2018,4,Primavera,Single,7.129597113294592,66.46118623737947,0,3,2
Juice WRLD,Trap,141,330,4,1,1,0,1,Migos,2018-04-05,2018,4,Primavera,Single,100.0,26.99313203095039,0,3,2
Camila Cabello,Hip Hop,107,115,2,1,0,1,0,,2018-04-08,2018,4,Primavera,Album,100.0,28.048422117028174,1,6,2
Drake,Clásica,121,439,1,0,0,1,0,,2018-04-16,2018,4,Primavera,Album,100.0,73.7912521415613,0,0,2
Don Omar,Experimental,128,210,9,1,0,1,1,Lewis Capaldi,2018-04-18,2018,4,Primavera,Single,6.7793183185558386,7.050597852759865,0,2,2
Calvin Harris,Pop Latino,120,363,5,1,0,1,0,,2018-04-21,2018,4,Primavera,Single,100.0,37.882358088237,0,5,2
SZA,Techno,127,337,9,1,1,0,0,,2018-04-21,2018,4,Primavera,Album,1.0,19.582122780485793,0,5,2
Zara Larsson,Techno,162,252,4,0,0,1,1,Lil Nas X,2018-04-21,2018,4,Primavera,Album,100.0,52.16041042826215,0,5,2
Adele,Rock,133,186,6,1,0,1,1,Wisin & Yandel,2018-04-23,2018,4,Primavera,Album,4.564259103932137,4.155594362161024,0,0,2
Beyoncé,Electrónica,80,167,10,0,0,1,0,,2018-04-23,2018,4,Primavera,Single,1.0,23.0570606232668,0,0,2
Camila Cabello,Disco,152,168,4,0,0,1,0,,2018-04-24,2018,4,Primavera,Album,100.0,76.6277707297277,0,1,2
Lil Nas X,Indie,124,84,1,1,1,0,0,,2018-04-24,2018,4,Primavera,Single,100.0,10.181873491628568,0,1,2
Coldplay,Reggaeton,95,241,3,0,1,0,1,Nicki Minaj,2018-04-26,2018,4,Primavera,Album,3.666064689996855,1.0682893275638543,1,3,2
Dua Lipa,Urbano,115,396,10,1,0,1,1,Peso Pluma,2018-04-28,2018,4,Primavera,Single,100.0,65.79248200850682,0,5,2
Megan Thee Stallion,Synthwave,151,320,7,1,1,0,0,,2018-05-05,2018,5,Primavera,Single,1.0,1.0,0,5,2
Alan Walker,Funk,109,354,11,1,0,1,0,,2018-05-08,2018,5,Primavera,Album,1.0,15.796151385846773,0,1,2
Bruno Mars,Rap,118,163,1,1,0,1,1,Blackpink,2018-05-09,2018,5,Primavera,Single,81.91525843823308,25.695784669378696,0,2,2
Maluma,Hip Hop,84,202,1,0,0,1,1,Young Thug,2018-05-09,2018,5,Primavera,Album,1.1168990937308578,25.818824186179484,0,2,2
SZA,Techno,134,244,4,0,0,1,1,J Balvin,2018-05-12,2018,5,Primavera,Single,1.0,4.40070694579524,0,5,2
Lil Nas X,Indie,99,115,10,1,0,1,0,,2018-05-14,2018,5,Primavera,Single,100.0,82.04989681342971,0,0,2
Beyoncé,Jazz,102,221,10,0,0,1,0,,2018-05-15,2018,5,Primavera,Single,1.0,0.7910724317232948,0,1,2
Drake,Clásica,111,234,9,0,0,1,0,,2018-05-16,2018,5,Primavera,Single,6.69907777589334,73.96716358465085,0,2,2
Kanye West,Soul,81,175,9,1,0,1,0,,2018-05-18,2018,5,Primavera,Album,100.0,20.805671457463394,0,4,2
The Weeknd,Synthwave,157,336,0,1,0,1,0,,2018-05-18,2018,5,Primavera,Single,100.0,6.802841366214103,0,4,2
Alan Walker,Funk,86,195,5,1,0,1,1,Lil Uzi Vert,2018-05-19,2018,5,Primavera,Single,1.0,27.788133167126638,0,5,2
Jhayco,Rock,127,307,8,1,0,1,1,Katy Perry,2018-05-19,2018,5,Primavera,Single,100.0,35.613068690314954,0,5,2
Camila Cabello,House,96,167,9,0,1,0,1,Kanye West,2018-05-20,2018,5,Primavera,Album,100.0,72.62454383749282,0,6,2
Shawn Mendes,Clásica,76,310,7,0,0,1,0,,2018-05-20,2018,5,Primavera,Single,100.0,82.35751013576717,0,6,2
Rihanna,Funk,107,194,10,1,0,1,0,,2018-05-21,2018,5,Primavera,Single,100.0,55.03451348625401,0,0,2
Dua Lipa,Urbano,105,209,10,1,0,1,1,Eminem,2018-05-22,2018,5,Primavera,Single,100.0,68.54440228202306,0,1,2
Katy Perry,Synthwave,96,469,10,0,1,0,1,Megan Thee Stallion,2018-05-22,2018,5,Primavera,Album,7.7135761838483035,8.01063959874267,0,1,2
Lady Gaga,Reggaeton,114,80,4,0,0,1,1,Billie Eilish,2018-05-23,2018,5,Primavera,Album,100.0,25.53460629005172,0,2,2
Coldplay,Reggaeton,120,178,10,0,0,1,0,,2018-05-24,2018,5,Primavera,Single,1.0,1.6036167608373517,0,3,2
Karol G,Indie,163,361,3,0,0,1,0,,2018-05-24,2018,5,Primavera,Single,100.0,18.183213977611572,0,3,2
Shakira,Folk,84,166,5,1,0,1,1,Nicki Minaj,2018-05-24,2018,5,Primavera,Single,1.0,1.1511238170797096,0,3,2
María Becerra,Jazz,102,232,10,1,0,1,0,,2018-05-25,2018,5,Primavera,Single,100.0,30.39260267017631,0,4,2
Selena Gomez,K-Pop,120,253,9,1,0,1,1,Maroon 5,2018-05-28,2018,5,Primavera,Single,1.8212446055622982,4.423423670151865,0,0,2
Myke Towers,Reggaeton,93,265,4,0,1,0,0,,2018-05-29,2018,5,Primavera,Album,100.0,61.83010852089179,0,1,2
SZA,Techno,130,235,9,0,0,1,0,,2018-06-02,2018,6,Verano,Single,1.0,5.3987267944448725,1,5,2
Martin Garrix,Country,132,295,10,0,0,1,0,,2018-06-03,2018,6,Verano,Single,100.0,65.4410008004296,0,6,2
Olivia Rodrigo,Experimental,92,165,0,1,0,1,1,María Becerra,2018-06-03,2018,6,Verano,Single,1.0,21.040025450244528,0,6,2
Don Omar,Experimental,80,242,6,0,1,0,1,Ariana Grande,2018-06-06,2018,6,Verano,Single,26.9741744007304,6.546435961219434,1,2,2
Shawn Mendes,Clásica,157,314,2,1,0,1,0,,2018-06-07,2018,6,Verano,Single,100.0,81.51282951126586,0,3,2
The Weeknd,Synthwave,64,486,4,0,1,0,1,Adele,2018-06-07,2018,6,Verano,Album,100.0,128.8214655516677,0,3,2
Nicki Minaj,Reggaeton,103,315,10,1,0,1,1,Coldplay,2018-06-08,2018,6,Verano,Single,100.0,103.71888692264064,0,4,2
Manuel Turizo,Rock,98,239,0,0,0,1,0,,2018-06-09,2018,6,Verano,Album,1.0,13.937596764897567,0,5,2
Twenty One Pilots,Trap,157,286,5,0,0,1,1,María Becerra,2018-06-09,2018,6,Verano,Single,2.0639484244442707,26.547948531344794,0,5,2
Cardi B,K-Pop,100,239,8,1,0,1,1,Ed Sheeran,2018-06-12,2018,6,Verano,Single,1.0,1.3280503186814347,0,1,2
Charlie Puth,Country,80,222,6,0,1,0,1,Lil Baby,2018-06-12,2018,6,Verano,Single,1.0,1.18194243835974,0,1,2
Halsey,Funk,144,372,4,0,1,0,1,Myke Towers,2018-06-13,2018,6,Verano,Single,100.0,63.97483550643591,0,2,2
Lil Nas X,Indie,134,127,5,1,1,0,0,,2018-06-13,2018,6,Verano,Album,100.0,80.94249500433442,0,2,2
Alan Walker,Synthwave,146,291,7,0,0,1,1,The Kid LAROI,2018-06-14,2018,6,Verano,Single,1.0,8.120263643693455,0,3,2
Kanye West,Soul,67,143,8,1,0,1,0,,2018-06-16,2018,6,Verano,Album,100.0,45.597404336197584,0,5,2
Coldplay,Reggaeton,81,260,11,1,0,1,1,Don Omar,2018-06-17,2018,6,Verano,Album,1.0,1.5746548394080653,0,6,2
Lil Baby,Hip Hop,102,513,11,0,0,1,1,Maluma,2018-06-18,2018,6,Verano,Single,100.0,74.09016763393113,0,0,2
Peso Pluma,Punk,117,455,6,0,0,1,1,Farruko,2018-06-19,2018,6,Verano,Single,1.0,1.0,0,1,2
Lewis Capaldi,Punk,110,266,4,1,0,1,0,,2018-06-21,2018,6,Verano,Album,1.0,15.762634003841839,0,3,2
Nicki Minaj,Reggaeton,105,259,1,1,0,1,1,The Weeknd,2018-06-21,2018,6,Verano,Album,100.0,14.20989997863473,0,3,2
Post Malone,Disco,88,491,3,1,0,1,0,,2018-06-21,2018,6,Verano,Album,100.0,7.391094443671332,0,3,2
J Balvin,Trap,164,167,7,1,0,1,0,,2018-06-23,2018,6,Verano,Single,100.0,53.73059476227964,0,5,2
Shawn Mendes,Clásica,126,178,4,0,0,1,1,Drake,2018-06-24,2018,6,Verano,Single,4.137995247840107,84.35946305934785,0,6,2
Olivia Rodrigo,Experimental,151,227,0,0,0,1,1,Nicky Jam,2018-06-26,2018,6,Verano,Album,1.2337979426730226,23.682674469153746,0,1,2
Maroon 5,Flamenco,64,484,8,0,0,1,1,The Weeknd,2018-06-29,2018,6,Verano,Album,100.0,57.69531114084585,0,4,2
Imagine Dragons,Blues,113,264,9,0,0,1,0,,2018-06-30,2018,6,Verano,Single,13.41865167195981,7.193575734920749,0,5,2
Manuel Turizo,Lofi,79,265,0,1,0,1,0,,2018-06-30,2018,6,Verano,Single,1.0,27.736559961025566,0,5,2
SZA,Techno,160,254,0,1,1,0,0,,2018-07-01,2018,7,Verano,Album,1.0,3.9487516687565885,0,6,3
Kendrick Lamar,Lofi,97,243,8,1,0,1,1,Manuel Turizo,2018-07-02,2018,7,Verano,Single,100.0,107.40935927988644,0,0,3
Bad Bunny,Disco,100,426,10,1,0,1,1,Post Malone,2018-07-05,2018,7,Verano,Single,5.970574818554275,8.95765520989078,0,3,3
Coldplay,Reggaeton,105,233,10,0,1,0,1,Billie Eilish,2018-07-05,2018,7,Verano,Album,3.5471307726252266,1.4697097661620968,0,3,3
Nicki Minaj,Reggaeton,96,221,8,0,0,1,1,Justin Bieber,2018-07-05,2018,7,Verano,Single,100.0,27.276925596033934,0,3,3
Ariana Grande,Techno,144,292,10,0,1,0,0,,2018-07-06,2018,7,Verano,Album,100.0,65.71863194827341,0,4,3
Wisin & Yandel,Urbano,109,289,1,1,0,1,1,Travis Scott,2018-07-08,2018,7,Verano,Single,100.0,13.077968207708626,0,6,3
Alan Walker,Rock,132,265,11,0,0,1,1,Zara Larsson,2018-07-09,2018,7,Verano,Single,1.0,0.7407862435840906,1,0,3
Megan Thee Stallion,Drill,142,268,11,1,0,1,0,,2018-07-09,2018,7,Verano,Album,1.0,21.928959210936608,1,0,3
David Guetta,Jazz,72,90,6,0,0,1,0,,2018-07-12,2018,7,Verano,Album,100.0,18.60495950449728,0,3,3
Feid,Drill,92,253,9,0,0,1,1,Katy Perry,2018-07-12,2018,7,Verano,Album,100.0,54.198001839471196,0,3,3
Sebastian Yatra,Pop Latino,116,392,0,1,0,1,1,Miley Cyrus,2018-07-12,2018,7,Verano,Single,1.0,1.0,0,3,3
Twenty One Pilots,Electrónica,156,375,6,0,0,1,0,,2018-07-12,2018,7,Verano,Single,1.0,10.699663600693603,0,3,3
Blackpink,Latino,76,346,6,1,1,0,1,The Kid LAROI,2018-07-17,2018,7,Verano,Single,99.18533102000893,22.46576631548686,0,1,3
BTS,House,186,152,8,1,1,0,1,Lil Nas X,2018-07-18,2018,7,Verano,Album,1.0,1.0014922613704973,0,2,3
Cardi B,K-Pop,92,228,5,0,1,0,1,Farruko,2018-07-18,2018,7,Verano,Single,1.0,18.00716336194453,0,2,3
Wisin & Yandel,Rock,92,474,9,1,0,1,1,Maluma,2018-07-19,2018,7,Verano,Single,100.0,38.180313585270866,0,3,3
Nicky Jam,Experimental,162,219,9,1,0,1,1,Dua Lipa,2018-07-20,2018,7,Verano,Album,100.0,9.056236328171167,0,4,3
Camila Cabello,Disco,80,209,10,0,0,1,0,,2018-07-21,2018,7,Verano,Single,100.0,24.39874159919689,1,5,3
Shawn Mendes,Clásica,115,218,8,1,1,0,0,,2018-07-21,2018,7,Verano,Single,100.0,13.86222306637634,0,5,3
SZA,Techno,124,288,11,1,0,1,0,,2018-07-22,2018,7,Verano,Album,1.0,0.17962797790294527,0,6,3
Young Thug,Experimental,125,191,8,1,0,1,0,,2018-07-23,2018,7,Verano,Album,100.0,100.1932333807049,0,0,3
Billie Eilish,Reggaeton,93,114,2,1,0,1,1,Coldplay,2018-07-24,2018,7,Verano,Album,1.0,1.2335090901800116,0,1,3
Myke Towers,Reggaeton,106,241,10,1,0,1,0,,2018-07-24,2018,7,Verano,Album,100.0,70.122573244923,0,1,3
Miley Cyrus,Soul,132,169,6,0,1,0,1,Migos,2018-07-28,2018,7,Verano,Single,87.02974110333213,4.164233479785168,0,5,3
Travis Scott,K-Pop,102,120,3,1,0,1,0,,2018-07-30,2018,7,Verano,Single,100.0,35.28285431321885,0,0,3
Ozuna,Lofi,60,304,1,1,0,1,0,,2018-08-01,2018,8,Verano,Single,100.0,81.28447019907934,0,2,3
Rosalía,Clásica,60,211,1,1,0,1,1,Dua Lipa,2018-08-07,2018,8,Verano,Single,3.8830813218471842,3.677014919330996,0,1,3
Karol G,Indie,131,406,0,0,0,1,1,Imagine Dragons,2018-08-10,2018,8,Verano,Single,3.4853482517030008,55.90215081267166,0,4,3
Adele,Rock,200,178,9,0,0,1,0,,2018-08-12,2018,8,Verano,Album,2.475608991010312,4.8307375533864585,0,6,3
Selena Gomez,K-Pop,85,139,9,1,0,1,0,,2018-08-14,2018,8,Verano,Single,1.0,4.419836286996374,0,1,3
Anuel AA,Flamenco,126,250,3,0,0,1,0,,2018-08-17,2018,8,Verano,Single,100.0,29.559215936794654,0,4,3
David Guetta,Jazz,107,233,0,1,0,1,0,,2018-08-17,2018,8,Verano,Album,100.0,1.6010520033664866,0,4,3
Farruko,Punk,129,465,9,0,0,1,1,Ariana Grande,2018-08-17,2018,8,Verano,Album,100.0,12.05427265060986,0,4,3
Maluma,Hip Hop,82,129,9,0,0,1,1,Katy Perry,2018-08-17,2018,8,Verano,Single,2.7531632364254914,1.704033460527147,0,4,3
Migos,Indie,71,180,11,1,0,1,0,,2018-08-20,2018,8,Verano,Single,1.0,28.874928779218443,0,0,3
Sebastian Yatra,Pop Latino,103,239,5,1,1,0,0,,2018-08-24,2018,8,Verano,Album,1.0,1.0,0,4,3
Paulo Londra,Urbano,105,147,3,0,0,1,1,Daddy Yankee,2018-08-28,2018,8,Verano,Album,100.0,20.566342206887118,0,1,3
The Kid LAROI,Metal,105,266,6,0,0,1,1,Maluma,2018-08-28,2018,8,Verano,Single,4.335635257589121,3.1172838749426655,0,1,3
Justin Bieber,Electrónica,107,278,7,0,1,0,0,,2018-08-30,2018,8,Verano,Single,1.5982883579283296,6.021384476915933,0,3,3
Maroon 5,Flamenco,84,264,7,0,0,1,0,,2018-08-30,2018,8,Verano,Album,100.0,62.22733464185191,0,3,3
J Balvin,Hip Hop,183,197,5,0,0,1,1,Martin Garrix,2018-08-31,2018,8,Verano,Single,100.0,54.56941508028985,1,4,3
Selena Gomez,K-Pop,139,323,10,1,1,0,0,,2018-09-01,2018,9,Otoño,Album,3.1570202890272823,4.851737647932064,0,5,3
Anuel AA,Flamenco,97,375,5,0,0,1,0,,2018-09-03,2018,9,Otoño,Single,87.99522251608934,30.001843198910432,0,0,3
Rauw Alejandro,Country,76,138,10,0,0,1,1,Myke Towers,2018-09-04,2018,9,Otoño,Single,9.675838794770497,29.761691111788213,0,1,3
Kendrick Lamar,Lofi,66,211,7,0,0,1,1,Olivia Rodrigo,2018-09-06,2018,9,Otoño,Single,100.0,12.276591012685365,0,3,3
Myke Towers,Reggaeton,87,236,4,1,0,1,0,,2018-09-09,2018,9,Otoño,Album,100.0,18.12212658542398,0,6,3
Cardi B,K-Pop,116,286,11,0,1,0,0,,2018-09-10,2018,9,Otoño,Album,1.0,1.0876765892878721,0,0,3
BTS,House,150,186,0,1,0,1,1,Halsey,2018-09-11,2018,9,Otoño,Single,1.0,1.184925434421789,0,1,3
Sebastian Yatra,Pop Latino,115,327,6,1,0,1,0,,2018-09-11,2018,9,Otoño,Single,1.0,1.0,0,1,3
Young Thug,Experimental,118,271,7,1,1,0,1,Halsey,2018-09-12,2018,9,Otoño,Single,100.0,13.106916254861714,0,2,3
Lewis Capaldi,Punk,167,200,10,1,1,0,0,,2018-09-13,2018,9,Otoño,Single,95.95288327912498,13.187166207362424,0,3,3
Sam Smith,Experimental,118,236,2,0,0,1,0,,2018-09-13,2018,9,Otoño,Album,100.0,6.006994745011424,0,3,3
Taylor Swift,Funk,93,285,6,0,1,0,0,,2018-09-13,2018,9,Otoño,Single,1.0,21.1141038136852,0,3,3
David Guetta,Jazz,85,153,5,0,0,1,0,,2018-09-15,2018,9,Otoño,Album,100.0,78.20681645528573,0,5,3
Demi Lovato,Metal,120,390,6,0,0,1,0,,2018-09-15,2018,9,Otoño,Album,100.0,48.15224292712806,0,5,3
SZA,Techno,124,173,8,0,1,0,0,,2018-09-17,2018,9,Otoño,Album,1.0,0.9477366609951648,0,0,3
Eminem,Experimental,154,340,9,1,0,1,1,Megan Thee Stallion,2018-09-18,2018,9,Otoño,Single,1.0,1.4880161126549476,0,1,3
Harry Styles,Punk,153,390,9,1,1,0,0,,2018-09-19,2018,9,Otoño,Single,100.0,87.00771801931569,0,2,3
Lil Uzi Vert,Funk,95,196,9,1,0,1,1,Halsey,2018-09-19,2018,9,Otoño,Single,5.70881917606101,5.241435715336019,0,2,3
Rauw Alejandro,Country,106,165,9,1,0,1,0,,2018-09-21,2018,9,Otoño,Single,100.0,14.01410130132503,0,4,3
Feid,Drill,60,194,0,1,0,1,1,Demi Lovato,2018-09-22,2018,9,Otoño,Single,100.0,9.651085360002773,0,5,3
María Becerra,Jazz,99,234,7,1,1,0,0,,2018-09-23,2018,9,Otoño,Single,100.0,8.40895904649565,0,6,3
Lil Baby,Soul,66,169,1,1,0,1,0,,2018-09-27,2018,9,Otoño,Single,100.0,89.19398557302203,0,3,3
Miley Cyrus,Blues,122,244,7,0,0,1,0,,2018-09-29,2018,9,Otoño,Single,16.993580002943645,13.162937538798108,0,5,3
Doja Cat,Experimental,106,454,5,0,1,0,1,Megan Thee Stallion,2018-10-06,2018,10,Otoño,Single,3.2274427406001114,1.7982836193112552,0,5,4
Twenty One Pilots,Electrónica,181,431,11,1,1,0,1,Farruko,2018-10-06,2018,10,Otoño,Album,1.0,7.016183356670262,0,5,4
Young Thug,Experimental,60,530,1,0,0,1,0,,2018-10-06,2018,10,Otoño,Single,100.0,88.222433064759,0,5,4
Feid,Drill,155,142,5,0,0,1,0,,2018-10-10,2018,10,Otoño,Single,2.4017458255001767,57.054284652715765,1,2,4
Ed Sheeran,Metal,182,255,1,0,0,1,0,,2018-10-12,2018,10,Otoño,Single,100.0,100.59343270300916,0,4,4
Post Malone,Disco,143,409,3,0,0,1,1,Manuel Turizo,2018-10-12,2018,10,Otoño,Album,9.14455510940464,83.68825968732558,0,4,4
Don Omar,Experimental,128,259,5,1,0,1,0,,2018-10-14,2018,10,Otoño,Single,14.254153063579858,12.074731705629702,0,6,4
Anitta,Dance,130,208,7,0,1,0,1,Selena Gomez,2018-10-17,2018,10,Otoño,Single,52.76870945457049,29.920960111783426,0,2,4
Bad Bunny,Experimental,134,280,1,1,0,1,1,Doja Cat,2018-10-18,2018,10,Otoño,Single,1.0,13.379470633997592,0,3,4
DaBaby,Indie,92,335,11,0,0,1,0,,2018-10-18,2018,10,Otoño,Single,100.0,74.98150874650018,0,3,4
Tini,Blues,116,173,7,0,0,1,1,Twenty One Pilots,2018-10-19,2018,10,Otoño,Album,100.0,12.846838075612316,1,4,4
Blackpink,Folk,89,240,9,1,1,0,0,,2018-10-22,2018,10,Otoño,Album,56.80596988098873,28.170255512313478,0,0,4
Bruno Mars,Rap,150,154,9,1,0,1,1,Nicki Minaj,2018-10-22,2018,10,Otoño,Album,1.0,6.340048383877702,0,0,4
Juice WRLD,Dance,80,249,1,0,1,0,1,Megan Thee Stallion,2018-10-23,2018,10,Otoño,Single,100.0,21.28732406645479,0,1,4
Katy Perry,Synthwave,108,279,10,1,0,1,0,,2018-10-23,2018,10,Otoño,Album,49.06056925311474,14.534509473593754,0,1,4
Feid,Drill,123,125,8,1,0,1,0,,2018-10-25,2018,10,Otoño,Single,100.0,53.06358898884491,0,3,4
Jack Harlow,Punk,177,342,5,0,0,1,0,,2018-10-30,2018,10,Otoño,Single,100.0,14.147426776773013,1,1,4
Lady Gaga,Reggaeton,80,106,1,1,0,1,1,Myke Towers,2018-11-01,2018,11,Otoño,Single,100.0,24.36236753201374,0,3,4
Megan Thee Stallion,Synthwave,60,268,10,1,0,1,1,Selena Gomez,2018-11-01,2018,11,Otoño,Single,1.0,1.052196601607014,0,3,4
Myke Towers,Reggaeton,114,314,3,0,0,1,0,,2018-11-01,2018,11,Otoño,Single,100.0,116.5537373751917,0,3,4
SZA,Techno,129,353,3,0,0,1,0,,2018-11-01,2018,11,Otoño,Album,1.0,3.3916817343518706,0,3,4
Zara Larsson,Techno,172,302,11,1,1,0,1,Bruno Mars,2018-11-03,2018,11,Otoño,Album,4.358035047799195,54.91783925082764,0,5,4
Demi Lovato,Metal,169,269,5,0,1,0,1,Lil Nas X,2018-11-04,2018,11,Otoño,Album,100.0,81.79595357215652,0,6,4
Charlie Puth,House,62,477,11,1,0,1,0,,2018-11-05,2018,11,Otoño,Single,1.0,1.3320637327264362,0,0,4
Taylor Swift,Funk,97,219,4,1,0,1,1,Calvin Harris,2018-11-11,2018,11,Otoño,Single,1.0,27.22636682741476,0,6,4
Young Thug,Trap,71,198,8,1,0,1,1,Imagine Dragons,2018-11-12,2018,11,Otoño,Single,100.0,88.83819645598638,0,0,4
Ariana Grande,Techno,120,204,1,0,0,1,1,Tini,2018-11-14,2018,11,Otoño,Album,100.0,67.61773918025597,0,2,4
Jhayco,Rock,150,248,7,0,0,1,0,,2018-11-16,2018,11,Otoño,Single,100.0,102.68416995382745,0,4,4
Calvin Harris,Jazz,108,296,4,0,1,0,0,,2018-11-17,2018,11,Otoño,Album,100.0,47.68660887778341,0,5,4
Daddy Yankee,Indie,142,120,11,0,1,0,0,,2018-11-18,2018,11,Otoño,Album,6.46787712860283,28.42363945521299,0,6,4
Lady Gaga,House,109,107,7,0,0,1,0,,2018-11-21,2018,11,Otoño,Single,100.0,36.89490479933469,0,2,4
Migos,Indie,128,136,2,1,0,1,1,DaBaby,2018-11-22,2018,11,Otoño,Album,1.0,6.1079280441278865,0,3,4
Dua Lipa,Urbano,101,181,10,1,0,1,1,Paulo Londra,2018-11-23,2018,11,Otoño,Single,100.0,69.19109126714046,0,4,4
Lil Baby,Soul,73,281,1,0,0,1,0,,2018-11-23,2018,11,Otoño,Single,100.0,126.44487516050566,0,4,4
Young Thug,Experimental,72,342,5,0,1,0,0,,2018-11-27,2018,11,Otoño,Single,100.0,17.827077554290582,0,1,4
Jack Harlow,Punk,182,379,7,1,0,1,0,,2018-11-29,2018,11,Otoño,Single,100.0,7.150663835984307,0,3,4
