artista,genero,bpm,duracion_seg,clave_musical,modo,instrumental,con_voz,colaboracion,artista_colaborador,fecha_lanzamiento,año,mes,dia_semana,estacion,tipo_lanzamiento,calidad_intrinseca,popularidad,categoria_popularidad,exito,hit_viral
Camila Cabello,Country,88,250,4,1,0,1,0,,2018-07-09,2018,7,0,Verano,Album,59,71.4,Alta,1,0
Halsey,Synthwave,123,250,7,0,1,0,1,Paulo Londra,2018-07-09,2018,7,0,Verano,Single,32,66.28,Media,1,0
Paulo Londra,Techno,129,179,1,1,1,0,1,The Weeknd,2018-07-10,2018,7,1,Verano,Single,48,69.29,Media,1,0
Lil Baby,Reggaeton,102,183,8,1,0,1,1,Martin Garrix,2018-07-11,2018,7,2,Verano,Album,89,100.0,Alta,1,1
Harry Styles,Funk,79,174,8,0,0,1,0,,2018-07-13,2018,7,4,Verano,Single,41,36.11,Media,0,0
Charlie Puth,Drill,125,280,11,1,0,1,0,,2018-07-16,2018,7,0,Verano,Single,40,62.01,Media,1,0
Sebastian Yatra,Folk,84,205,7,0,0,1,1,Charlie Puth,2018-07-16,2018,7,0,Verano,Album,79,98.4,Alta,1,0
Katy Perry,Dance,123,209,9,1,0,1,1,Calvin Harris,2018-07-17,2018,7,1,Verano,Single,63,75.41,Alta,1,0
Anuel AA,Jazz,91,227,8,0,0,1,1,Selena Gomez,2018-07-19,2018,7,3,Verano,Album,42,72.62,Alta,1,0
Rauw Alejandro,Dance,128,261,3,1,0,1,0,,2018-07-19,2018,7,3,Verano,Single,59,73.59,Alta,1,0
The Kid LAROI,Synthwave,104,233,4,1,1,0,0,,2018-07-27,2018,7,4,Verano,Single,67,47.62,Media,0,0
Eminem,Funk,111,158,4,0,0,1,0,,2018-07-28,2018,7,5,Verano,Album,66,51.91,Media,1,0
SZA,Electrónica,117,235,9,1,1,0,0,,2018-08-01,2018,8,2,Verano,Album,80,55.15,Media,1,0
Coldplay,Trap,71,207,6,0,0,1,0,,2018-08-02,2018,8,3,Verano,Single,50,78.44,Alta,1,0
Maroon 5,Country,107,178,8,0,0,1,1,Camila Cabello,2018-08-04,2018,8,5,Verano,Album,68,93.68,Alta,1,0
Alan Walker,Trap,76,227,8,0,0,1,0,,2018-08-06,2018,8,0,Verano,Single,50,56.44,Media,1,0
María Becerra,Latino,93,184,4,1,0,1,0,,2018-08-06,2018,8,0,Verano,Single,75,78.28,Alta,1,0
Peso Pluma,House,120,194,9,1,1,0,0,,2018-08-06,2018,8,0,Verano,Album,83,52.78,Media,1,0
Rihanna,Trap,117,173,11,0,0,1,0,,2018-08-06,2018,8,0,Verano,Album,39,32.44,Media,0,0
Calvin Harris,Dance,115,187,5,0,0,1,0,,2018-08-08,2018,8,2,Verano,Single,32,59.75,Media,1,0
Young Thug,Alternativo,125,172,6,1,0,1,1,Shawn Mendes,2018-08-08,2018,8,2,Verano,Single,39,72.77,Alta,1,0
Post Malone,Metal,97,173,10,0,1,0,1,María Becerra,2018-08-11,2018,8,5,Verano,Album,48,58.85,Media,1,0
Jack Harlow,R&B,75,189,1,0,0,1,1,María Becerra,2018-08-13,2018,8,0,Verano,Album,34,73.82,Alta,1,0
The Weeknd,R&B,150,133,7,0,0,1,0,,2018-08-13,2018,8,0,Verano,Album,42,42.55,Media,0,0
Lil Baby,Reggaeton,92,267,9,0,0,1,0,,2018-08-14,2018,8,1,Verano,Single,42,62.55,Media,1,0
Zara Larsson,R&B,82,240,2,1,0,1,1,Shawn Mendes,2018-08-14,2018,8,1,Verano,Album,75,82.23,Alta,1,0
Bruno Mars,Urbano,93,254,2,1,0,1,1,Ozuna,2018-08-20,2018,8,0,Verano,Single,72,97.33,Alta,1,0
Rauw Alejandro,Indie,99,254,1,1,0,1,1,Daddy Yankee,2018-08-20,2018,8,0,Verano,Album,56,88.16,Alta,1,0
Justin Bieber,Pop,125,271,5,0,0,1,1,Bad Bunny,2018-08-21,2018,8,1,Verano,Single,44,69.39,Media,1,0
Alan Walker,Trap,91,257,10,0,0,1,1,Sam Smith,2018-08-25,2018,8,5,Verano,Single,90,95.97,Alta,1,0
Lewis Capaldi,Pop Latino,104,218,11,0,0,1,1,Farruko,2018-08-26,2018,8,6,Verano,Single,56,72.69,Alta,1,0
Travis Scott,Tropical,122,282,9,0,0,1,0,,2018-08-28,2018,8,1,Verano,Album,28,53.13,Media,1,0
Dua Lipa,Reggaeton,97,191,7,0,0,1,1,David Guetta,2018-08-31,2018,8,4,Verano,Album,61,100.0,Alta,1,0
Cardi B,Lofi,93,127,11,1,0,1,0,,2018-09-01,2018,9,5,Otoño,Single,78,54.13,Media,1,0
Daddy Yankee,Indie,100,156,4,1,0,1,0,,2018-09-01,2018,9,5,Otoño,Single,59,50.51,Media,1,0
Lady Gaga,Tropical,169,184,1,1,0,1,1,Adele,2018-09-01,2018,9,5,Otoño,Album,40,36.34,Media,0,0
Bad Bunny,Trap,96,160,6,0,0,1,0,,2018-09-04,2018,9,1,Otoño,Album,37,47.91,Media,0,0
Wisin & Yandel,R&B,85,200,4,0,0,1,0,,2018-09-08,2018,9,5,Otoño,Single,44,35.83,Media,0,0
Sam Smith,Urbano,138,222,10,0,0,1,0,,2018-09-09,2018,9,6,Otoño,Single,58,54.82,Media,1,0
Lil Nas X,Urbano,119,199,6,0,0,1,0,,2018-09-10,2018,9,0,Otoño,Single,83,54.36,Media,1,0
Miley Cyrus,Folk,107,212,4,1,0,1,1,Lil Baby,2018-09-10,2018,9,0,Otoño,Single,65,62.78,Media,1,0
Post Malone,Pop Latino,109,222,10,1,1,0,0,,2018-09-11,2018,9,1,Otoño,Album,75,46.15,Media,0,0
Ariana Grande,Urbano,118,258,1,0,0,1,1,Anitta,2018-09-13,2018,9,3,Otoño,Single,72,52.7,Media,1,0
Drake,Disco,113,228,11,0,0,1,0,,2018-09-13,2018,9,3,Otoño,Single,80,50.24,Media,1,0
Dua Lipa,Reggaeton,102,257,9,1,0,1,1,Tini,2018-09-16,2018,9,6,Otoño,Single,61,63.59,Media,1,0
Megan Thee Stallion,Experimental,124,183,6,1,0,1,0,,2018-09-17,2018,9,0,Otoño,Single,45,45.11,Media,0,0
Blackpink,Reggaeton,107,185,11,1,0,1,1,Kanye West,2018-09-19,2018,9,2,Otoño,Single,59,51.5,Media,1,0
Karol G,Trap,99,253,10,0,1,0,1,Rihanna,2018-09-19,2018,9,2,Otoño,Single,76,66.32,Media,1,0
Migos,Pop Latino,129,241,5,0,1,0,1,Post Malone,2018-09-20,2018,9,3,Otoño,Album,37,55.17,Media,1,0
Rosalía,Flamenco,99,224,0,0,0,1,1,Doja Cat,2018-09-20,2018,9,3,Otoño,Single,84,67.46,Media,1,0
Rihanna,Trap,90,169,8,0,1,0,0,,2018-09-21,2018,9,4,Otoño,Single,69,29.5,Baja,0,0
Tini,Lofi,106,228,11,1,0,1,1,Cardi B,2018-09-22,2018,9,5,Otoño,Album,75,65.59,Media,1,0
Manuel Turizo,Flamenco,104,231,3,1,0,1,1,Bruno Mars,2018-09-23,2018,9,6,Otoño,Album,59,100.0,Alta,1,1
DaBaby,Synthwave,81,185,3,0,0,1,0,,2018-09-24,2018,9,0,Otoño,Single,73,44.01,Media,0,0
Shawn Mendes,R&B,94,259,8,1,0,1,0,,2018-09-24,2018,9,0,Otoño,Album,82,44.31,Media,0,0
Kanye West,Lofi,118,156,3,1,0,1,1,Beyoncé,2018-09-25,2018,9,1,Otoño,Single,30,32.38,Media,0,0
Martin Garrix,Drill,130,188,8,1,0,1,0,,2018-09-25,2018,9,1,Otoño,Single,60,49.98,Media,0,0
Miley Cyrus,Jazz,71,191,1,0,0,1,0,,2018-09-30,2018,9,6,Otoño,Single,36,38.7,Media,0,0
Olivia Rodrigo,Reggaeton,98,173,10,0,0,1,0,,2018-10-01,2018,10,0,Otoño,Album,55,45.29,Media,0,0
DaBaby,Synthwave,82,231,8,0,0,1,0,,2018-10-04,2018,10,3,Otoño,Single,94,50.45,Media,1,0
David Guetta,Country,105,283,10,0,0,1,0,,2018-10-04,2018,10,3,Otoño,Single,60,49.01,Media,0,0
Paulo Londra,Hip Hop,132,183,3,0,0,1,1,Kanye West,2018-10-04,2018,10,3,Otoño,Album,51,46.61,Media,0,0
BTS,Clásica,109,210,8,0,0,1,0,,2018-10-06,2018,10,5,Otoño,Album,88,54.6,Media,1,0
Sebastian Yatra,Folk,87,243,7,0,0,1,1,Camila Cabello,2018-10-06,2018,10,5,Otoño,Single,38,49.31,Media,0,0
Lil Nas X,Blues,82,226,4,0,0,1,0,,2018-10-08,2018,10,0,Otoño,Album,39,37.8,Media,0,0
Demi Lovato,Rock,121,253,7,1,0,1,0,,2018-10-09,2018,10,1,Otoño,Single,48,44.28,Media,0,0
Billie Eilish,K-Pop,130,276,4,1,0,1,0,,2018-10-13,2018,10,5,Otoño,Album,55,54.5,Media,1,0
Shakira,Blues,83,201,5,0,0,1,0,,2018-10-15,2018,10,0,Otoño,Single,86,70.44,Alta,1,0
Ariana Grande,R&B,133,263,11,1,1,0,0,,2018-10-16,2018,10,1,Otoño,Album,73,44.16,Media,0,0
Zara Larsson,R&B,98,209,4,0,0,1,1,Rihanna,2018-10-17,2018,10,2,Otoño,Album,54,53.3,Media,1,0
Anitta,Punk,140,277,0,0,0,1,0,,2018-10-18,2018,10,3,Otoño,Single,74,66.58,Media,1,0
Jack Harlow,R&B,72,175,3,1,0,1,0,,2018-10-20,2018,10,5,Otoño,Single,57,100.0,Alta,1,1
Bad Bunny,Reggaeton,92,212,6,0,0,1,0,,2018-10-30,2018,10,1,Otoño,Single,71,52.88,Media,1,0
Don Omar,Punk,118,206,1,0,0,1,0,,2018-10-31,2018,10,2,Otoño,Album,35,37.64,Media,0,0
DaBaby,Synthwave,89,234,8,0,0,1,0,,2018-11-04,2018,11,6,Otoño,Album,41,28.17,Baja,0,0
Farruko,Funk,125,147,7,1,0,1,0,,2018-11-05,2018,11,0,Otoño,Album,64,46.14,Media,0,0
Bruno Mars,Tropical,90,176,11,1,0,1,0,,2018-11-08,2018,11,3,Otoño,Single,52,43.5,Media,0,0
Calvin Harris,Pop,113,161,10,1,0,1,0,,2018-11-09,2018,11,4,Otoño,Single,34,48.4,Media,0,0
Ozuna,Folk,117,194,2,1,0,1,0,,2018-11-11,2018,11,6,Otoño,Single,84,60.03,Media,1,0
Nicki Minaj,Electrónica,149,174,2,1,0,1,1,Megan Thee Stallion,2018-11-12,2018,11,0,Otoño,Single,68,59.19,Media,1,0
Ed Sheeran,Punk,128,185,8,1,0,1,1,Migos,2018-11-13,2018,11,1,Otoño,Album,81,53.06,Media,1,0
Maluma,Indie,121,177,10,0,0,1,1,Kendrick Lamar,2018-11-13,2018,11,1,Otoño,Single,71,52.77,Media,1,0
Post Malone,Clásica,109,237,10,1,1,0,0,,2018-11-13,2018,11,1,Otoño,Single,39,38.21,Media,0,0
Taylor Swift,Flamenco,125,179,7,1,0,1,0,,2018-11-16,2018,11,4,Otoño,Single,57,58.63,Media,1,0
Travis Scott,R&B,114,244,5,0,0,1,0,,2018-11-18,2018,11,6,Otoño,Album,45,46.79,Media,0,0
Justin Bieber,Blues,106,287,6,0,0,1,0,,2018-11-21,2018,11,2,Otoño,Single,85,63.04,Media,1,0
Lil Uzi Vert,Indie,116,216,2,0,0,1,0,,2018-11-28,2018,11,2,Otoño,Single,52,46.99,Media,0,0
Alan Walker,Trap,109,199,6,1,0,1,0,,2018-11-30,2018,11,4,Otoño,Single,47,79.98,Alta,1,1
Martin Garrix,Synthwave,133,170,10,0,0,1,0,,2018-12-01,2018,12,5,Invierno,Single,55,54.62,Media,1,0
Nicky Jam,Rock,166,228,11,0,0,1,0,,2018-12-01,2018,12,5,Invierno,Single,39,36.1,Media,0,0
Jhayco,Metal,142,251,4,1,0,1,1,Eminem,2018-12-02,2018,12,6,Invierno,Single,70,62.81,Media,1,0
Rosalía,K-Pop,111,267,11,1,0,1,0,,2018-12-03,2018,12,0,Invierno,Single,37,55.07,Media,1,0
Feid,R&B,74,220,8,0,0,1,0,,2018-12-04,2018,12,1,Invierno,Single,42,29.06,Baja,0,0
Lil Baby,Reggaeton,97,238,1,0,0,1,0,,2018-12-04,2018,12,1,Invierno,Album,41,64.93,Media,1,0
Don Omar,Trap,118,208,3,0,0,1,0,,2018-12-05,2018,12,2,Invierno,Album,74,53.18,Media,1,0
Doja Cat,Flamenco,108,297,9,0,0,1,0,,2018-12-06,2018,12,3,Invierno,Single,81,56.46,Media,1,0
Blackpink,Rap,105,268,2,1,0,1,1,Maroon 5,2018-12-08,2018,12,5,Invierno,Album,58,74.7,Alta,1,0
Adele,Tropical,94,166,6,0,0,1,1,Imagine Dragons,2018-12-11,2018,12,1,Invierno,Single,31,38.79,Media,0,0
Rauw Alejandro,Experimental,110,251,10,0,0,1,0,,2018-12-18,2018,12,1,Invierno,Single,85,83.79,Alta,1,0
Beyoncé,House,143,221,4,1,0,1,0,,2018-12-19,2018,12,2,Invierno,Single,71,80.22,Alta,1,0
Kendrick Lamar,Indie,153,195,6,0,0,1,0,,2018-12-19,2018,12,2,Invierno,Single,64,51.66,Media,1,0
Eminem,Trap,82,226,1,1,0,1,0,,2018-12-20,2018,12,3,Invierno,Single,56,43.21,Media,0,0
Lady Gaga,Experimental,152,161,11,1,0,1,1,DaBaby,2018-12-21,2018,12,4,Invierno,Single,66,54.43,Media,1,0
María Becerra,Soul,103,230,2,0,0,1,1,Kendrick Lamar,2018-12-24,2018,12,0,Invierno,Single,89,61.64,Media,1,0
Billie Eilish,K-Pop,96,214,3,1,0,1,0,,2018-12-25,2018,12,1,Invierno,Album,62,54.64,Media,1,0
Don Omar,Punk,150,246,9,1,0,1,0,,2018-12-26,2018,12,2,Invierno,Album,83,70.29,Alta,1,0
Harry Styles,Funk,93,222,6,0,0,1,0,,2018-12-27,2018,12,3,Invierno,Album,74,44.52,Media,0,0
Camila Cabello,Country,113,236,5,1,0,1,0,,2018-12-28,2018,12,4,Invierno,Single,41,46.47,Media,0,0
Myke Towers,Flamenco,120,279,2,0,0,1,1,Karol G,2018-12-28,2018,12,4,Invierno,Album,69,50.48,Media,1,0
Manuel Turizo,Flamenco,117,219,4,0,1,0,0,,2018-12-31,2018,12,0,Invierno,Single,75,45.68,Media,0,0
Rihanna,Trap,135,182,2,1,1,0,0,,2018-12-31,2018,12,0,Invierno,Album,63,41.63,Media,0,0
Cardi B,Lofi,109,142,11,1,1,0,0,,2019-01-01,2019,1,1,Invierno,Single,79,50.91,Media,1,0
Rosalía,Disco,107,282,10,0,0,1,0,,2019-01-02,2019,1,2,Invierno,Album,50,50.73,Media,1,0
DaBaby,K-Pop,97,192,8,0,0,1,0,,2019-01-03,2019,1,3,Invierno,Single,67,41.11,Media,0,0
Selena Gomez,Punk,173,220,7,1,0,1,1,Sebastian Yatra,2019-01-04,2019,1,4,Invierno,Album,68,68.66,Media,1,0
Imagine Dragons,Urbano,147,200,0,0,0,1,1,Lewis Capaldi,2019-01-08,2019,1,1,Invierno,Single,75,48.47,Media,0,0
Dua Lipa,Reggaeton,102,131,7,1,1,0,1,SZA,2019-01-09,2019,1,2,Invierno,Single,57,62.18,Media,1,0
Lil Baby,Reggaeton,100,263,8,1,0,1,1,Nicki Minaj,2019-01-10,2019,1,3,Invierno,Single,32,50.95,Media,1,0
Maroon 5,Rap,136,193,5,0,0,1,0,,2019-01-10,2019,1,3,Invierno,Single,58,49.38,Media,0,0
SZA,Rap,121,189,1,0,0,1,1,Demi Lovato,2019-01-11,2019,1,4,Invierno,Single,88,50.9,Media,1,0
Calvin Harris,Metal,102,186,6,0,0,1,0,,2019-01-12,2019,1,5,Invierno,Single,84,54.38,Media,1,0
Cardi B,Lofi,82,143,9,0,0,1,1,SZA,2019-01-12,2019,1,5,Invierno,Single,64,55.32,Media,1,0
Anuel AA,Jazz,93,175,2,0,0,1,0,,2019-01-13,2019,1,6,Invierno,Single,38,45.29,Media,0,0
Charlie Puth,Drill,120,279,4,0,0,1,0,,2019-01-13,2019,1,6,Invierno,Album,91,52.5,Media,1,0
Karol G,Flamenco,116,260,2,1,0,1,0,,2019-01-18,2019,1,4,Invierno,Album,28,37.89,Media,0,0
Billie Eilish,K-Pop,117,188,8,0,0,1,0,,2019-01-19,2019,1,5,Invierno,Single,48,44.07,Media,0,0
Camila Cabello,Country,85,221,6,0,0,1,0,,2019-01-19,2019,1,5,Invierno,Single,91,100.0,Alta,1,1
Peso Pluma,House,109,269,8,0,1,0,0,,2019-01-20,2019,1,6,Invierno,Single,76,42.56,Media,0,0
Dua Lipa,Reggaeton,104,193,7,0,0,1,1,Billie Eilish,2019-01-21,2019,1,0,Invierno,Single,81,76.57,Alta,1,0
Miley Cyrus,Drill,69,193,10,0,0,1,0,,2019-01-22,2019,1,1,Invierno,Album,77,55.84,Media,1,0
Daddy Yankee,Indie,105,262,10,1,0,1,0,,2019-01-25,2019,1,4,Invierno,Single,38,89.94,Alta,1,1
Halsey,Synthwave,119,229,10,0,0,1,0,,2019-01-25,2019,1,4,Invierno,Album,84,48.51,Media,0,0
Coldplay,Trap,115,200,4,1,0,1,1,Megan Thee Stallion,2019-01-26,2019,1,5,Invierno,Album,31,63.2,Media,1,0
Farruko,Funk,88,235,4,0,0,1,0,,2019-01-26,2019,1,5,Invierno,Single,26,33.71,Media,0,0
J Balvin,Rock,127,248,0,1,0,1,0,,2019-01-26,2019,1,5,Invierno,Album,32,30.86,Media,0,0
Sebastian Yatra,Folk,119,181,0,0,0,1,1,Drake,2019-01-27,2019,1,6,Invierno,Single,40,52.35,Media,1,0
Juice WRLD,Hip Hop,95,183,0,0,0,1,0,,2019-01-28,2019,1,0,Invierno,Single,29,35.18,Media,0,0
Don Omar,Punk,166,241,6,1,0,1,0,,2019-01-31,2019,1,3,Invierno,Album,34,41.92,Media,0,0
Shakira,Blues,88,199,5,0,1,0,0,,2019-02-01,2019,2,4,Invierno,Single,67,55.23,Media,1,0
Twenty One Pilots,R&B,80,158,8,1,0,1,0,,2019-02-06,2019,2,2,Invierno,Single,40,40.53,Media,0,0
Wisin & Yandel,R&B,79,223,2,1,0,1,0,,2019-02-07,2019,2,3,Invierno,Single,47,47.84,Media,0,0
Juice WRLD,Urbano,92,188,5,0,0,1,1,Lil Nas X,2019-02-09,2019,2,5,Invierno,Single,85,75.99,Alta,1,0
SZA,Rap,121,224,1,0,0,1,0,,2019-02-09,2019,2,5,Invierno,Single,49,31.25,Media,0,0
Sam Smith,Trap,116,178,5,0,0,1,0,,2019-02-09,2019,2,5,Invierno,Album,41,54.11,Media,1,0
Kanye West,Alternativo,119,147,8,0,0,1,0,,2019-02-10,2019,2,6,Invierno,Single,63,36.41,Media,0,0
Olivia Rodrigo,Reggaeton,108,225,0,1,0,1,0,,2019-02-10,2019,2,6,Invierno,Album,78,60.46,Media,1,0
Bad Bunny,Alternativo,98,208,11,1,0,1,0,,2019-02-12,2019,2,1,Invierno,Album,89,62.97,Media,1,0
Don Omar,Punk,150,180,6,0,0,1,0,,2019-02-17,2019,2,6,Invierno,Single,54,50.7,Media,1,0
Sebastian Yatra,Folk,94,223,0,1,0,1,1,Migos,2019-02-21,2019,2,3,Invierno,Single,79,83.19,Alta,1,0
Katy Perry,Lofi,122,245,6,0,1,0,0,,2019-02-23,2019,2,5,Invierno,Single,62,45.69,Media,0,0
Bruno Mars,Experimental,86,206,7,1,0,1,0,,2019-02-25,2019,2,0,Invierno,Single,55,89.05,Alta,1,1
Rauw Alejandro,Indie,95,247,3,1,0,1,0,,2019-02-25,2019,2,0,Invierno,Single,77,66.81,Media,1,0
The Kid LAROI,Folk,91,256,4,0,0,1,0,,2019-02-27,2019,2,2,Invierno,Single,45,29.52,Baja,0,0
Tini,Reggaeton,106,222,10,0,0,1,1,Olivia Rodrigo,2019-03-01,2019,3,4,Primavera,Album,90,91.02,Alta,1,0
Demi Lovato,Indie,140,193,7,0,0,1,0,,2019-03-02,2019,3,5,Primavera,Single,75,73.82,Alta,1,0
BTS,Clásica,111,234,10,1,0,1,0,,2019-03-05,2019,3,1,Primavera,Album,74,51.59,Media,1,0
Wisin & Yandel,R&B,78,208,1,1,0,1,0,,2019-03-05,2019,3,1,Primavera,Album,94,66.2,Media,1,0
Twenty One Pilots,Experimental,99,129,2,0,0,1,0,,2019-03-06,2019,3,2,Primavera,Album,70,69.0,Media,1,0
Feid,Trap,104,206,7,0,0,1,0,,2019-03-09,2019,3,5,Primavera,Album,51,37.38,Media,0,0
Nicky Jam,Flamenco,136,228,11,0,1,0,0,,2019-03-09,2019,3,5,Primavera,Single,33,26.76,Baja,0,0
Eminem,Folk,88,180,1,1,0,1,0,,2019-03-12,2019,3,1,Primavera,Single,55,39.44,Media,0,0
Ed Sheeran,Rock,161,208,4,1,0,1,1,Lady Gaga,2019-03-13,2019,3,2,Primavera,Album,46,35.22,Media,0,0
Olivia Rodrigo,Disco,95,177,11,1,1,0,0,,2019-03-13,2019,3,2,Primavera,Single,52,60.49,Media,1,0
Lewis Capaldi,Pop Latino,96,246,5,1,0,1,1,Lady Gaga,2019-03-14,2019,3,3,Primavera,Single,36,52.15,Media,1,0
Nicki Minaj,Electrónica,146,167,10,1,0,1,0,,2019-03-16,2019,3,5,Primavera,Single,78,55.92,Media,1,0
Jack Harlow,Urbano,92,166,8,1,0,1,0,,2019-03-18,2019,3,0,Primavera,Single,45,70.35,Alta,1,0
Ariana Grande,Alternativo,86,212,9,0,0,1,0,,2019-03-19,2019,3,1,Primavera,Single,51,88.06,Alta,1,1
Sam Smith,Funk,106,204,3,0,0,1,0,,2019-03-21,2019,3,3,Primavera,Single,66,69.17,Media,1,0
Rauw Alejandro,Latino,94,270,1,0,0,1,1,Charlie Puth,2019-03-22,2019,3,4,Primavera,Album,43,77.66,Alta,1,0
The Weeknd,R&B,159,155,5,0,0,1,0,,2019-03-22,2019,3,4,Primavera,Album,72,44.77,Media,0,0
Ozuna,Folk,78,197,4,1,0,1,0,,2019-03-23,2019,3,5,Primavera,Single,55,50.14,Media,1,0
Blackpink,Reggaeton,88,245,10,1,0,1,0,,2019-03-24,2019,3,6,Primavera,Album,67,70.49,Alta,1,0
Young Thug,Alternativo,101,137,7,1,0,1,0,,2019-03-24,2019,3,6,Primavera,Single,50,56.77,Media,1,0
Megan Thee Stallion,House,130,175,6,1,1,0,1,Peso Pluma,2019-03-25,2019,3,0,Primavera,Single,51,61.08,Media,1,0
Alan Walker,Trap,128,188,2,0,0,1,1,Selena Gomez,2019-04-01,2019,4,0,Primavera,Single,37,65.35,Media,1,0
Zara Larsson,Pop,87,169,2,1,0,1,0,,2019-04-01,2019,4,0,Primavera,Single,83,72.11,Alta,1,0
Bad Bunny,Pop,97,189,1,1,0,1,0,,2019-04-04,2019,4,3,Primavera,Single,88,63.46,Media,1,0
DaBaby,Synthwave,118,193,8,1,1,0,0,,2019-04-04,2019,4,3,Primavera,Single,42,40.54,Media,0,0
Demi Lovato,Indie,151,262,4,1,0,1,0,,2019-04-08,2019,4,0,Primavera,Single,55,59.54,Media,1,0
María Becerra,Reggaeton,87,182,8,1,0,1,0,,2019-04-09,2019,4,1,Primavera,Single,36,52.91,Media,1,0
Travis Scott,Funk,122,210,2,0,0,1,0,,2019-04-11,2019,4,3,Primavera,Album,89,68.98,Media,1,0
Maluma,Latino,105,208,9,0,1,0,0,,2019-04-12,2019,4,4,Primavera,Single,63,91.01,Alta,1,1
Anuel AA,Tropical,78,178,1,0,0,1,0,,2019-04-13,2019,4,5,Primavera,Single,27,43.37,Media,0,0
DaBaby,Trap,79,176,0,0,1,0,0,,2019-04-16,2019,4,1,Primavera,Album,40,75.52,Alta,1,1
Drake,Disco,98,269,5,0,0,1,0,,2019-04-18,2019,4,3,Primavera,Album,30,41.67,Media,0,0
Lil Nas X,Blues,124,190,6,0,0,1,0,,2019-04-20,2019,4,5,Primavera,Single,86,73.74,Alta,1,0
Coldplay,Urbano,121,269,6,1,0,1,0,,2019-04-22,2019,4,0,Primavera,Single,40,64.71,Media,1,0
Peso Pluma,House,118,254,4,0,1,0,0,,2019-04-22,2019,4,0,Primavera,Album,86,45.86,Media,0,0
Rauw Alejandro,Funk,101,239,3,1,0,1,1,Jack Harlow,2019-04-24,2019,4,2,Primavera,Single,92,88.17,Alta,1,0
Ariana Grande,Synthwave,111,199,10,0,1,0,0,,2019-04-25,2019,4,3,Primavera,Single,35,42.35,Media,0,0
Myke Towers,Flamenco,107,243,9,0,0,1,0,,2019-04-27,2019,4,5,Primavera,Album,73,51.57,Media,1,0
Imagine Dragons,Electrónica,157,219,11,1,0,1,0,,2019-04-30,2019,4,1,Primavera,Single,62,71.86,Alta,1,1
Kanye West,Rap,88,175,8,0,0,1,0,,2019-05-01,2019,5,2,Primavera,Single,85,52.47,Media,1,0
David Guetta,Country,122,256,10,1,0,1,1,Billie Eilish,2019-05-02,2019,5,3,Primavera,Single,70,74.0,Alta,1,0
Justin Bieber,Blues,129,239,7,0,0,1,0,,2019-05-02,2019,5,3,Primavera,Single,86,68.69,Media,1,0
Migos,Punk,120,229,5,1,0,1,1,Lil Uzi Vert,2019-05-03,2019,5,4,Primavera,Album,34,57.39,Media,1,0
Bruno Mars,Urbano,89,194,6,1,0,1,0,,2019-05-06,2019,5,0,Primavera,Single,32,46.6,Media,0,0
Lil Baby,Reggaeton,96,205,5,0,0,1,1,Blackpink,2019-05-06,2019,5,0,Primavera,Single,51,74.46,Alta,1,0
Charlie Puth,Drill,69,199,0,1,0,1,0,,2019-05-07,2019,5,1,Primavera,Single,37,49.05,Media,0,0
Rihanna,Trap,103,161,11,0,0,1,0,,2019-05-08,2019,5,2,Primavera,Single,83,44.81,Media,0,0
Zara Larsson,Clásica,93,142,3,1,0,1,0,,2019-05-09,2019,5,3,Primavera,Single,55,52.84,Media,1,0
Coldplay,Trap,87,206,0,0,0,1,0,,2019-05-12,2019,5,6,Primavera,Single,36,52.63,Media,1,0
Myke Towers,Flamenco,120,247,2,0,0,1,0,,2019-05-12,2019,5,6,Primavera,Album,43,30.68,Media,0,0
Shawn Mendes,Rock,84,195,7,0,0,1,0,,2019-05-12,2019,5,6,Primavera,Album,76,100.0,Alta,1,1
Eminem,Lofi,109,177,4,0,0,1,0,,2019-05-14,2019,5,1,Primavera,Album,33,31.38,Media,0,0
Feid,Electrónica,82,232,10,0,0,1,1,Drake,2019-05-15,2019,5,2,Primavera,Album,32,32.06,Media,0,0
Bruno Mars,Urbano,95,159,6,1,0,1,0,,2019-05-17,2019,5,4,Primavera,Single,69,66.18,Media,1,0
Halsey,Folk,123,181,8,0,1,0,1,Sebastian Yatra,2019-05-17,2019,5,4,Primavera,Single,66,63.49,Media,1,0
Doja Cat,Flamenco,76,243,10,1,1,0,1,Alan Walker,2019-05-18,2019,5,5,Primavera,Single,41,36.43,Media,0,0
Paulo Londra,Techno,144,198,1,0,1,0,0,,2019-05-18,2019,5,5,Primavera,Single,41,47.32,Media,0,0
Taylor Swift,Flamenco,93,192,2,0,0,1,0,,2019-05-20,2019,5,0,Primavera,Album,58,63.81,Media,1,0
Rihanna,Dance,84,193,4,0,0,1,0,,2019-05-21,2019,5,1,Primavera,Album,82,41.11,Media,0,0
Anitta,Punk,118,220,4,1,1,0,1,Ed Sheeran,2019-05-24,2019,5,4,Primavera,Single,32,59.92,Media,1,0
Kendrick Lamar,Metal,161,215,0,1,0,1,0,,2019-05-25,2019,5,5,Primavera,Single,70,50.48,Media,1,0
Dua Lipa,Reggaeton,104,259,3,1,0,1,1,Zara Larsson,2019-05-27,2019,5,0,Primavera,Album,44,84.98,Alta,1,0
Selena Gomez,Metal,163,175,11,1,0,1,0,,2019-05-27,2019,5,0,Primavera,Single,53,70.81,Alta,1,0
